hom_2_9 write%2:32:03:: place%2:32:00::
hom_1715_7 raid%2:41:00:: stony-broke%5:00:00:poor:00
hom_1717_6 wee%5:00:00:early:00 scotchman%1:18:00::
hom_1719_13 unleash%2:35:01:: potential%5:00:00:prospective:00
hom_1726_13 remote_control%1:06:00:: opening%1:09:00::
hom_1727_11 bit%1:06:01:: rust%2:30:01::
hom_1729_10 table%2:36:00:: tabulate%2:36:00::
hom_1732_12 ticket%2:41:00:: speed_up%2:30:01::
hom_1734_12 dawn%2:30:00:: bad%4:02:03::
hom_1735_4 bang-up%5:00:00:good:01 lark_about%2:38:00::
hom_1737_4 poach%2:30:00:: stewed%5:00:00:cooked:00
hom_1739_11 high%1:26:01:: climber%1:06:00::
hom_1742_20 circulation%1:04:00:: editor%1:10:00::
hom_1744_12 union%1:14:03:: add_up%2:32:00::
hom_1747_10 incredible%3:00:00:: worker%1:18:02::
hom_1748_19 skinny%1:10:00:: anorexia%1:26:00::
hom_1749_15 pepper%2:39:00:: compliment%2:32:01::
hom_1750_11 stop%2:38:00:: die%2:30:02::
hom_1751_20 stone%2:35:00:: ancient%5:00:00:old:02
hom_1753_14 pointless%3:00:00:: say%2:32:09::
hom_1755_4 pop%1:13:00:: tope%2:34:00::
hom_1756_14 give%2:40:01:: present%2:32:03::
hom_1757_13 relish%1:09:00:: hot%5:00:00:active:01
hom_1758_11 run%2:38:01:: hall%1:06:01::
hom_1759_13 core%2:35:00:: stem%2:30:01::
hom_1760_8 love%1:12:00:: child%1:18:07::
hom_1761_5 stripe%1:07:00:: player%1:18:03::
hom_1763_16 puzzle%2:37:03:: show%2:36:00::
hom_1764_17 weight%1:07:01:: expect%2:29:00::
hom_1766_9 hell%1:11:00:: blaze%2:32:00::
hom_1767_11 change%2:30:06:: necessary%5:00:00:inevitable:00
hom_1768_8 distribute%2:40:00:: pill_roller%1:18:00::
hom_1770_10 hacker%1:18:01:: hacker%1:18:00::
hom_1773_13 star%1:18:00:: asterisk%2:30:00::
hom_1775_10 mistake%1:04:00:: die%2:30:02::
hom_1778_13 hang%2:30:00:: line%2:30:01::
hom_1780_9 pile%1:21:00:: carpet%2:35:00::
hom_1781_5 word_picture%1:10:00:: winning%5:00:00:attractive:01
hom_1782_16 play_along%2:36:00:: play%2:29:04::
hom_1783_9 reap%2:40:00:: crowd%2:38:02::
hom_1785_5 stick%2:35:08:: artificer%1:18:01::
hom_1786_13 pluck%2:35:02:: press%2:33:00::
hom_1787_9 tone%1:10:00:: producer%1:18:01::
hom_1790_10 beat%2:35:03:: egg%2:35:00::
hom_1791_7 right%4:02:09:: bandeau%1:06:00::
hom_1792_24 strike%2:32:00:: enter%2:30:10::
hom_1794_9 shorten%2:30:09:: speech%1:09:00::
hom_1795_17 croak%1:10:00:: latterly%4:02:00::
hom_1796_9 grave%5:00:00:important:00 weigh%2:42:03::
hom_1797_15 hedge%2:32:00:: drop%2:29:00::
hom_1798_5 write%2:36:00:: musician%1:18:00::
hom_1799_8 volume%1:07:02:: speaker%1:18:01::
hom_1801_7 chop%2:33:00:: chop%2:33:00::
hom_1803_15 drop%2:38:01:: make_a_motion%2:32:00::
hom_1804_14 saw%2:35:00:: imperfectness%1:26:00::
hom_1805_15 unwind%2:35:06:: fleece%1:05:00::
hom_1806_12 score%2:33:00:: with_child%5:00:00:pregnant:00
hom_1807_10 stripe%1:07:00:: dyed%5:00:00:artificial:00
hom_1808_9 part%1:08:01:: parted%5:00:00:compound:00
hom_1809_6 unrefined%3:00:02:: language%1:10:03::
hom_1813_12 gulp%1:04:00:: formula%1:10:02::
hom_1815_17 pinch%1:26:01:: financial%3:01:00::
hom_1820_13 kickoff%1:04:00:: contact%2:35:03::
hom_1821_10 fire%1:22:00:: arrow%1:06:00::
hom_1822_17 assiduity%1:07:00:: concentration%1:07:01::
hom_1823_9 drive%2:38:02:: drive%2:33:00::
hom_1824_11 novel%1:10:00:: taradiddle%1:10:00::
hom_1825_2 huddle%2:38:00:: u%1:10:00::
hom_1826_12 stone%1:20:00:: seed%2:30:01::
hom_1831_8 washout%1:22:00:: away%4:02:02::
hom_1832_9 kernel%1:09:00:: orchestrate%2:31:00::
hom_1833_10 sage%5:00:00:chromatic:00 advice%1:10:00::
hom_1834_5 dead%5:00:00:insensitive:02 gorgeous%5:00:00:beautiful:00
hom_1835_8 swing%2:35:00:: see_the_light%2:30:00::
hom_1836_11 goodly%5:00:00:considerable:00 add_up%2:32:00::
hom_1837_15 stroke%1:04:00:: basketball%1:06:00::
hom_1838_17 delightful%5:00:00:pleasing:00 said%5:00:00:same:02
hom_1840_16 necktie%1:06:00:: said%5:00:00:same:02
hom_1843_12 come%2:42:11:: impotency%1:26:00::
hom_1844_9 mistake%1:04:00:: umpire%2:33:00::
hom_1848_13 word_picture%1:10:00:: die%2:30:02::
hom_1849_7 waste%2:40:00:: blow%2:30:07::
hom_1851_9 die%2:30:00:: die%2:30:02::
hom_1852_9 snapshot%1:06:00:: show%2:36:00::
hom_1853_13 honkytonk%1:06:00:: bather%1:18:00::
hom_1854_3 travel_by%2:38:01:: pass%2:29:00::
hom_1855_4 suppress%2:31:00:: barely%4:02:01::
hom_1856_7 dictate%2:31:00:: last%5:00:00:unalterable:00
hom_1858_7 tick%2:39:01:: escape%2:32:00::
hom_1860_11 pull%2:30:11:: jean%1:06:00::
hom_1862_20 service%1:04:08:: secular%1:18:00::
hom_1863_8 score%2:33:00:: tended_to%5:00:00:cared-for:00
hom_1866_9 blow%2:32:12:: blow%2:30:07::
hom_1871_13 fledgling%5:00:00:fledged:00 author%2:36:00::
hom_1872_9 joint%1:08:00:: externalise%2:31:00::
hom_1873_24 cell%1:03:00:: learn%2:32:02::
hom_1875_13 point%1:23:00:: maths%1:09:00::
hom_1877_14 earned_run_average%1:10:00:: era%1:10:00::
hom_1878_16 electric_shock%1:04:00:: unable%5:00:00:impotent:00
hom_1880_10 trap%1:08:00:: stealer%1:18:00::
hom_1883_13 poster%1:10:00:: said%5:00:00:same:02
hom_1884_19 drag%2:30:03:: annotate%2:32:00::
hom_1885_13 forget%2:31:00:: immobilise%2:30:01::
hom_1886_13 winnow%2:35:05:: fail%2:30:04::
hom_1887_10 mothball%2:40:00:: cake%2:35:01::
hom_1888_13 mug%2:40:00:: mug%2:40:00::
hom_1891_9 charismatic%5:00:00:attractive:01 personality%1:18:00::
hom_1892_8 core%1:14:00:: physicist%1:18:00::
hom_1894_17 electric_shock%1:04:00:: wire%2:30:00::
hom_1903_9 loop_topology%1:09:00:: always%4:02:01::
hom_1905_14 conviction%1:04:00:: sentence%1:04:00::
hom_1906_8 stagger%2:38:00:: die%2:30:02::
hom_1907_14 travel%2:38:00:: steward%1:18:02::
hom_1913_13 form%1:10:01:: form%2:30:05::
hom_1915_6 grow%2:30:00:: industry%1:07:00::
hom_1918_17 manual_of_arms%1:04:00:: manual%5:00:00:blue-collar:00
hom_1921_24 gorge%2:34:00:: dinner_party%1:14:00::
hom_1922_9 wardrobe%1:06:00:: demand%2:32:06::
hom_1923_13 suit%2:42:05:: salesman%1:18:00::
hom_1924_19 write_out%2:32:00:: failing%5:00:00:unsatisfactory:00
hom_1925_12 surround%2:35:00:: articulate%2:32:02::
hom_1926_8 loudspeaker%1:06:00:: aloud%4:02:01::
hom_1927_11 peak%1:15:00:: climber%1:06:00::
hom_1928_3 twilight%1:28:00:: belong%2:42:06::
hom_1929_12 roll%2:35:01:: morning%1:11:00::
hom_1930_3 waste%2:40:00:: blow%2:30:07::
hom_1932_14 step%2:38:00:: steal%2:33:00::
hom_1933_9 unsavory%3:00:00:: football%1:06:00::
hom_1934_16 suck%2:38:00:: salesman%1:18:00::
hom_1936_12 winder%1:06:01:: man%2:33:00::
hom_1938_5 touch%1:07:01:: healer%1:18:00::
hom_1941_9 reaction%1:04:01:: thwarted%5:00:00:unsuccessful:00
hom_1942_9 wound%5:00:00:coiled:00 assault_and_battery%1:04:00::
hom_1943_4 two-dimensional%5:00:00:multidimensional:00 dwell%2:32:00::
hom_1944_11 find%2:40:00:: glaze_over%2:30:00::
hom_1945_10 digest%2:31:03:: kneel%2:35:00::
hom_1947_15 incense%1:27:00:: substance%1:03:01::
hom_1948_11 flare%2:43:01:: mad%5:00:00:foolish:00
hom_1952_17 space%2:38:00:: university%1:14:01::
hom_1954_22 visit%2:41:02:: fairground%1:15:00::
hom_1955_16 breeze%1:19:00:: wind%2:35:03::
hom_1957_11 cover%2:32:01:: address%2:30:00::
hom_1958_9 rifle%1:06:00:: convening%1:04:00::
hom_1960_6 twist%2:35:00:: crick%2:29:00::
hom_1963_10 react%2:30:00:: react%2:30:00::
hom_1964_8 two-dimensional%5:00:00:multidimensional:00 live%4:02:00::
hom_1965_20 top%1:06:01:: break_out%2:30:00::
hom_1968_14 swept%3:00:00:: swept%3:00:00::
hom_1969_10 pull%2:30:11:: pull%2:30:11::
hom_1970_5 board%1:27:00:: contact%2:35:03::
hom_1971_9 wrap%1:13:00:: inclement%3:00:01::
hom_1972_13 point%1:07:02:: sharpener%1:06:00::
hom_1976_14 litter%2:29:00:: pup%1:18:00::
hom_1977_10 exhaust%2:29:00:: emission%1:11:00::
hom_1979_8 pas%1:04:00:: away%4:02:02::
hom_1980_8 attractive%3:00:02:: attractive%3:00:02::
hom_1982_12 prime%1:23:00:: idealogue%1:18:00::
hom_1983_14 under%5:00:00:subordinate:01 important%5:00:00:immodest:02
hom_1985_5 torso%1:08:00:: corpulency%1:07:00::
hom_1987_9 mug%2:40:00:: mug%2:40:00::
hom_1988_14 plaster_of_paris%1:27:00:: throw_up%2:29:00::
hom_1990_3 recoil%1:11:01:: originally%4:02:02::
hom_1991_16 point%1:10:02:: shoot%2:29:00::
hom_1992_5 world_wide_web%1:06:00:: net%2:36:00::
hom_1994_11 turn%2:30:14:: number_one_wood%1:06:00::
hom_1995_7 hound%2:38:00:: trace%2:38:00::
hom_1996_6 inflame%2:37:00:: kindled%5:00:00:lighted:00
hom_1999_7 beat%2:35:03:: egg%2:35:00::
hom_2002_5 total%2:42:00:: expected%3:00:00::
hom_2004_10 movement%1:11:00:: earthquake%1:26:00::
hom_2005_7 wash%1:06:01:: feel%2:35:11::
hom_2009_17 plant%1:18:00:: togged_up%5:00:00:clothed:00
hom_2010_11 stir%2:38:00:: operator%1:18:03::
hom_2011_15 nail%1:06:00:: hammer%2:36:00::
hom_2015_8 sound%1:09:00:: practice%2:41:03::
hom_2016_10 batch%1:23:00:: candy%2:39:00::
hom_2017_11 cabinet%1:06:01:: die%2:30:02::
hom_2018_16 scat%2:38:00:: motor_home%1:06:00::
hom_2019_13 shot%1:04:04:: hunt%2:33:02::
hom_2021_3 electrify%2:30:00:: wire%2:30:00::
hom_2023_18 trimmed%3:00:00:: barber%2:29:00::
hom_2025_11 scoop%1:06:00:: cream%2:30:00::
hom_2028_6 overcast%2:43:00:: clouded%5:00:00:unclear:00
hom_2029_15 milk%2:34:00:: attack%2:29:00::
hom_2030_9 visualize%2:36:00:: figure%2:31:02::
hom_2033_22 scotch%1:13:00:: bruit%2:32:00::
hom_2036_14 write_out%2:32:00:: linksman%1:18:00::
hom_2037_6 steep%2:31:00:: instructor%1:18:00::
hom_2038_2 stand%2:35:10:: kneel%2:35:00::
hom_2039_21 argument%1:10:04:: parameter%1:09:03::
hom_2044_7 lawsuit%1:04:00:: suit%2:42:01::
hom_2045_4 tamper%2:35:12:: around%4:02:02::
hom_2048_16 blossoming%1:22:00:: nicely%4:02:00::
hom_2050_13 tax%2:32:00:: job%2:40:00::
hom_2051_12 liveliness%1:07:00:: appear%2:41:03::
hom_2052_8 deed%1:10:00:: agent%1:10:00::
hom_2053_1 security_system%1:06:00:: many%3:00:00::
hom_2055_9 touch%1:26:00:: immobilise%2:30:01::
hom_2057_19 stall%2:38:01:: exact%2:32:01::
hom_2058_11 intoxicate%2:34:00:: intoxicating%5:00:00:exciting:00
hom_2060_17 policy%1:10:02:: insurance%1:10:00::
hom_2061_17 tabloid%1:10:00:: right_smart%4:02:00::
hom_2062_8 unwrap%2:32:00:: sex%2:31:00::
hom_2064_11 blowout%1:11:00:: sales_agreement%1:10:00::
hom_2065_10 bluster%2:43:00:: frightfully%4:02:00::
hom_2066_13 momentum%1:07:01:: inertia%1:19:00::
hom_2069_12 quiver%1:06:00:: quiver%2:38:03::
hom_2071_13 strike%2:33:00:: league%2:30:00::
hom_2072_9 fishy%5:00:00:questionable:00 suspicious%5:00:00:questionable:00
hom_2073_21 turn%1:28:00:: bos_taurus%1:05:00::
hom_2076_12 stroke%1:10:01:: da%1:18:00::
hom_2077_14 trifle%1:13:00:: clash%2:35:00::
hom_2079_8 bluff%2:32:00:: drop-off%1:17:00::
hom_2081_14 touch%1:26:00:: dot%2:30:00::
hom_2083_11 ostentation%1:07:01:: rich%5:00:00:fruitful:00
hom_2084_6 smelt%2:36:00:: sense%2:31:03::
hom_2085_14 transparent%5:00:00:obvious:00 transparent%5:00:00:obvious:00
hom_2087_10 underground%1:14:00:: resistance%1:04:00::
hom_2088_18 short%3:00:03:: pay%2:40:14::
hom_2089_15 trunk%1:20:00:: bath%2:29:00::
hom_2092_3 leap%2:30:00:: land%2:38:06::
hom_2093_9 run%2:42:05:: leg%1:04:00::
hom_2096_18 reception%1:14:00:: widely%4:02:01::
hom_2099_9 marble%2:36:00:: marble%2:36:00::
hom_2100_12 moonlight%2:41:00:: uranology%1:09:00::
hom_2102_5 denomination%1:14:01:: appellative%1:10:00::
hom_2103_14 ruler%1:18:00:: inch%2:38:00::
hom_2104_9 erase%2:32:00:: delete%2:32:00::
hom_2106_8 ache%2:37:06:: away%4:02:02::
hom_2107_11 phonograph_needle%1:06:00:: give_suck%2:34:00::
hom_2108_9 blue_sky%1:17:00:: diver%1:05:00::
hom_2111_15 fortune%1:26:00:: car%1:06:04::
hom_2114_17 mull%2:39:00:: cyder%1:13:00::
hom_2116_19 jog%2:32:00:: memory%1:09:03::
hom_2117_7 hang%2:30:00:: clarence_shepard_day_jr.%1:18:00::
hom_2119_7 turn%1:04:06:: herbert_alexander_simon%1:18:00::
hom_2120_18 variety%1:07:01:: change%2:30:06::
hom_2122_7 see%2:31:03:: die%2:30:02::
hom_2124_13 spirit%1:26:00:: half-dozen%5:00:00:cardinal:00
hom_2125_13 trap%2:35:02:: skittle_alley%1:06:00::
hom_2126_13 scale%2:30:01:: tournament%1:11:01::
hom_2127_10 weather%2:30:00:: away%4:02:02::
hom_2129_14 loss%1:21:00:: debase%2:30:01::
hom_2133_10 weight%1:07:01:: expect%2:29:00::
hom_2135_12 solution%1:14:00:: medicine%2:29:00::
hom_2136_19 stag%2:41:00:: whole%4:02:00::
hom_2138_13 check_mark%1:10:00:: spray%2:35:03::
hom_2139_11 trailer%1:06:00:: home%4:02:03::
hom_2140_17 dirty%5:00:00:corrupt:00 get%2:29:00::
hom_2141_10 accounting%1:21:01:: answer_for%2:32:00::
hom_2142_7 gearing%1:06:00:: like%5:00:00:same:00
hom_2143_1 home%4:02:01:: melioration%1:26:00::
hom_2144_8 load%2:35:02:: die%2:30:02::
hom_2150_1 nibble%2:34:01:: quaker%1:18:00::
hom_2152_11 trickle%2:38:00:: player%1:18:03::
hom_2155_10 course%1:04:01:: die%2:30:02::
hom_2157_6 see%2:39:11:: eyeball%2:39:00::
hom_2158_11 degree%1:23:03:: resolved%3:00:04::
hom_2159_19 pick%2:31:00:: medicine%1:04:02::
hom_2160_13 tick%2:39:01:: hitch%2:38:02::
hom_2163_14 metro%1:06:00:: take_the_field%2:33:01::
hom_2165_11 shove_off%2:38:00:: break_down%2:30:00::
hom_2166_9 cement%1:27:00:: formula%1:09:01::
hom_2169_14 fast%2:34:00:: thirsty%5:00:00:desirous:00
hom_2170_11 rock_candy%1:13:02:: sway%2:38:06::
hom_2173_12 goal%1:06:00:: last%5:00:00:unalterable:00
hom_2175_11 wavelength%1:07:00:: artificer%1:18:01::
hom_2176_10 stimulate%2:29:00:: visit%2:30:00::
hom_2179_10 screw%1:06:01:: jockey%2:33:01::
hom_2180_12 goal%1:06:00:: last%5:00:00:unalterable:00
hom_2181_18 watch%2:39:05:: today%4:02:00::
hom_2183_10 grapevine%1:10:00:: wine%2:34:01::
hom_2185_13 fishy%5:00:00:questionable:00 deal%2:40:11::
hom_2186_16 folderol%1:10:00:: trash%2:32:00::
hom_2187_4 step%2:38:00:: elevator%1:06:01::
hom_2192_11 shock_absorber%1:06:00:: wage%2:41:00::
hom_2200_9 fairly%4:02:00:: funfair%1:04:00::
hom_2202_11 open_fire%2:33:00:: round_shot%1:06:00::
hom_2204_8 poultice%2:29:00:: wet%5:00:00:intoxicated:00
hom_2208_10 stick%2:35:08:: dumbfound%2:31:00::
hom_2209_3 buoyant%5:00:00:cheerful:00 perky%5:00:00:cheerful:00
hom_2210_12 takeoff%1:11:00:: pilot%2:38:01::
hom_2212_22 well%1:06:00:: filled%5:00:00:occupied:00
hom_2214_4 spring%2:32:00:: fulfil%2:36:00::
hom_2216_6 turn%2:40:13:: always%4:02:01::
hom_2217_15 venture%2:41:00:: startup%1:04:00::
hom_2220_3 palpate%2:35:00:: transplant%2:30:00::
hom_2222_4 stroke%1:04:00:: fame%1:26:02::
hom_2227_9 aquiline%5:00:00:crooked:01 fish%2:33:00::
hom_2228_19 trust%2:31:00:: stop%2:30:12::
hom_2229_5 recognition%1:10:00:: store%2:40:02::
hom_2231_12 stead%1:04:00:: offer%2:32:06::
hom_2235_13 bounce%2:38:00:: belly-up%5:00:00:insolvent:00
hom_2236_3 tone%1:10:00:: step%2:30:01::
hom_2237_11 instrumental%3:01:00:: subservient%5:00:00:helpful:00
hom_2238_9 legend%1:10:01:: legend%1:10:00::
hom_2239_9 senior_high_school%1:14:00:: pet%2:35:01::
hom_2241_12 time%2:30:06:: suited%5:00:00:clothed:00
hom_2242_8 degree%1:07:01:: soothsayer%1:18:00::
hom_2244_9 pine_away%2:30:00:: man%1:05:00::
hom_2245_10 battery%1:14:01:: test%2:31:06::
hom_2248_8 play%2:36:05:: die%2:30:02::
hom_2249_13 bright%5:00:00:auspicious:00 candle%2:39:00::
hom_2250_8 feeble%5:00:02:weak:00 condone%2:32:00::
